Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  47287.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 122345.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 0.406515E-01; 0.665451E-02; 0.290117E-01;-0.438274E-01; 0.504057E-01;-0.400109E-02
  47288.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 122346.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 0.398146E-01; 0.647618E-02; 0.290031E-01;-0.452719E-01; 0.493776E-01;-0.376658E-02
  47291.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 122349.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 0.414878E-01; 0.683013E-02; 0.290248E-01;-0.418773E-01; 0.513361E-01;-0.439908E-02
  47293.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 122351.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 0.423238E-01; 0.700495E-02; 0.290403E-01;-0.395826E-01; 0.523125E-01;-0.470109E-02
  47295.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 122353.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 0.431630E-01; 0.717691E-02; 0.290607E-01;-0.370083E-01; 0.533123E-01;-0.509858E-02
  47296.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 122354.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 0.209320E-01; 0.156225E-02; 0.418833E-01; 0.843208E-01; 0.496036E+00;-0.159943E-01
  47297.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 122355.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 0.207391E-01; 0.144199E-02; 0.429102E-01; 0.843001E-01; 0.544888E+00;-0.162213E-01
  47298.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 122356.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 0.197624E-01; 0.120250E-02; 0.431076E-01; 0.106243E+00; 0.555150E+00;-0.197739E-01
  47299.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 122357.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 0.199773E-01; 0.132843E-02; 0.420415E-01; 0.105186E+00; 0.504689E+00;-0.192599E-01
  47300.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 122358.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 0.218552E-01; 0.178820E-02; 0.417304E-01; 0.588686E-01; 0.485374E+00;-0.134539E-01
  47301.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 122359.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 0.216830E-01; 0.167425E-02; 0.427167E-01; 0.580003E-01; 0.532556E+00;-0.134121E-01
  47302.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 122360.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 0.227993E-01; 0.201769E-02; 0.415639E-01; 0.359283E-01; 0.474078E+00;-0.112094E-01
  47303.; 0.911864E-01;-0.138480E-02; 0.860582E-02; 122361.; 0.911864E-01;-0.138480E-02; 0.860582E-02; 0.226482E-01; 0.191087E-02; 0.425105E-01; 0.343099E-01; 0.519558E+00;-0.110320E-01
  47304.; 0.887809E-01;-0.613924E-03; 0.651477E-02; 122362.; 0.887809E-01;-0.613924E-03; 0.651477E-02; 0.237411E-01; 0.224370E-02; 0.413936E-01; 0.124476E-01; 0.462607E+00;-0.935384E-02
  47305.; 0.905811E-01;-0.553558E-03; 0.673890E-02; 122363.; 0.905811E-01;-0.553558E-03; 0.673890E-02; 0.236205E-01; 0.214602E-02; 0.422964E-01; 0.119398E-01; 0.506527E+00;-0.909644E-02
  47306.; 0.944239E-01;-0.310886E-02; 0.126593E-01; 122364.; 0.944239E-01;-0.310886E-02; 0.126593E-01; 0.205343E-01; 0.132236E-02; 0.439388E-01; 0.838664E-01; 0.594808E+00;-0.164718E-01
  47307.; 0.950660E-01;-0.390206E-02; 0.145887E-01; 122365.; 0.950660E-01;-0.390206E-02; 0.145887E-01; 0.195338E-01; 0.107704E-02; 0.441753E-01; 0.106917E+00; 0.606807E+00;-0.203156E-01
  47308.; 0.937406E-01;-0.212751E-02; 0.108097E-01; 122366.; 0.937406E-01;-0.212751E-02; 0.108097E-01; 0.215014E-01; 0.156128E-02; 0.437052E-01; 0.567540E-01; 0.580713E+00;-0.134096E-01
  47309.; 0.930611E-01;-0.125283E-02; 0.891603E-02; 122367.; 0.930611E-01;-0.125283E-02; 0.891603E-02; 0.224877E-01; 0.180440E-02; 0.434597E-01; 0.325049E-01; 0.566014E+00;-0.108375E-01
  47310.; 0.923756E-01;-0.415760E-03; 0.700851E-02; 122368.; 0.923756E-01;-0.415760E-03; 0.700851E-02; 0.234804E-01; 0.204708E-02; 0.432066E-01; 0.954765E-02; 0.551160E+00;-0.875506E-02
  47311.; 0.964528E-01;-0.298030E-02; 0.130880E-01; 122369.; 0.964528E-01;-0.298030E-02; 0.130880E-01; 0.203134E-01; 0.120125E-02; 0.449668E-01; 0.831660E-01; 0.645488E+00;-0.168238E-01
  47312.; 0.971744E-01;-0.378791E-02; 0.150649E-01; 122370.; 0.971744E-01;-0.378791E-02; 0.150649E-01; 0.192875E-01; 0.949688E-03; 0.452425E-01; 0.107160E+00; 0.659200E+00;-0.209788E-01
