Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 0.405351E-01; 0.245666E-01;-0.941599E-02; 0.414125E-03;-0.914929E-03; 0.646861E-03
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 0.315491E-01; 0.181240E-01;-0.972790E-02; 0.359538E-03;-0.804130E-03; 0.645587E-03
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 0.491482E-01; 0.306606E-01;-0.891577E-02; 0.472329E-03;-0.101928E-02; 0.641980E-03
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 0.573751E-01; 0.363071E-01;-0.820791E-02; 0.528790E-03;-0.111643E-02; 0.633639E-03
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 0.651912E-01; 0.413440E-01;-0.734768E-02; 0.584669E-03;-0.120232E-02; 0.621176E-03
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.905128E-01;-0.471232E-02; 0.113184E-01;-0.264473E+00;-0.197406E+01;-0.425531E+00;-0.840382E-03; 0.399443E-02; 0.303406E-02
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.925755E-01;-0.458274E-02; 0.116812E-01;-0.245361E+00;-0.222415E+01;-0.489788E+00;-0.908032E-03; 0.449060E-02; 0.328152E-02
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.931304E-01;-0.531080E-02; 0.135769E-01;-0.271642E+00;-0.244892E+01;-0.568446E+00;-0.972618E-03; 0.500042E-02; 0.350135E-02
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.909869E-01;-0.543330E-02; 0.131694E-01;-0.293543E+00;-0.216305E+01;-0.491022E+00;-0.895157E-03; 0.442522E-02; 0.321900E-02
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.900603E-01;-0.426260E-02; 0.936607E-02;-0.255520E+00;-0.179345E+01;-0.377902E+00;-0.744922E-03; 0.358172E-02; 0.289624E-02
  71444.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 146502.; 0.920431E-01;-0.411688E-02; 0.968918E-02;-0.239475E+00;-0.201023E+01;-0.432033E+00;-0.802371E-03; 0.400426E-02; 0.311665E-02
  71445.; 0.895896E-01;-0.376046E-02; 0.744564E-02; 146503.; 0.895896E-01;-0.376046E-02; 0.744564E-02;-0.233584E+00;-0.162722E+01;-0.331942E+00;-0.677882E-03; 0.320222E-02; 0.276174E-02
  71446.; 0.914903E-01;-0.360423E-02; 0.773061E-02; 146504.; 0.914903E-01;-0.360423E-02; 0.773061E-02;-0.222240E+00;-0.181302E+01;-0.375492E+00;-0.722136E-03; 0.355627E-02; 0.295372E-02
  71447.; 0.891192E-01;-0.335331E-02; 0.549944E-02; 146505.; 0.891192E-01;-0.335331E-02; 0.549944E-02;-0.217278E+00;-0.147304E+01;-0.294901E+00;-0.600389E-03; 0.284613E-02; 0.264979E-02
  71448.; 0.909277E-01;-0.311651E-02; 0.577509E-02; 146506.; 0.909277E-01;-0.311651E-02; 0.577509E-02;-0.201288E+00;-0.163230E+01;-0.324455E+00;-0.651750E-03; 0.314392E-02; 0.280485E-02
  71449.; 0.946272E-01;-0.445045E-02; 0.120767E-01; 146507.; 0.946272E-01;-0.445045E-02; 0.120767E-01;-0.226068E+00;-0.247901E+01;-0.553864E+00;-0.971165E-03; 0.499440E-02; 0.352370E-02
  71450.; 0.952622E-01;-0.518738E-02; 0.140192E-01; 146508.; 0.952622E-01;-0.518738E-02; 0.140192E-01;-0.249717E+00;-0.273974E+01;-0.645136E+00;-0.104563E-02; 0.558185E-02; 0.377574E-02
  71451.; 0.940149E-01;-0.397147E-02; 0.100420E-01; 146509.; 0.940149E-01;-0.397147E-02; 0.100420E-01;-0.222497E+00;-0.223170E+01;-0.486304E+00;-0.857223E-03; 0.443553E-02; 0.333286E-02
  71452.; 0.933807E-01;-0.345062E-02; 0.804224E-02; 146510.; 0.933807E-01;-0.345062E-02; 0.804224E-02;-0.206840E+00;-0.200491E+01;-0.421101E+00;-0.770107E-03; 0.392342E-02; 0.314627E-02
  71453.; 0.927367E-01;-0.296131E-02; 0.604603E-02; 146511.; 0.927367E-01;-0.296131E-02; 0.604603E-02;-0.188577E+00;-0.179510E+01;-0.361596E+00;-0.690807E-03; 0.344700E-02; 0.297414E-02
  71454.; 0.966715E-01;-0.430929E-02; 0.125047E-01; 146512.; 0.966715E-01;-0.430929E-02; 0.125047E-01;-0.204082E+00;-0.273913E+01;-0.617077E+00;-0.104560E-02; 0.550554E-02; 0.376375E-02
  71455.; 0.973855E-01;-0.505215E-02; 0.144979E-01; 146513.; 0.973855E-01;-0.505215E-02; 0.144979E-01;-0.224572E+00;-0.303559E+01;-0.720994E+00;-0.113083E-02; 0.616880E-02; 0.404743E-02
  71456.; 0.959803E-01;-0.381932E-02; 0.104242E-01; 146514.; 0.959803E-01;-0.381932E-02; 0.104242E-01;-0.203266E+00;-0.245935E+01;-0.539917E+00;-0.922188E-03; 0.487723E-02; 0.354798E-02
  71457.; 0.952661E-01;-0.329316E-02; 0.837985E-02; 146515.; 0.952661E-01;-0.329316E-02; 0.837985E-02;-0.190330E+00;-0.220129E+01;-0.465862E+00;-0.826306E-03; 0.429823E-02; 0.333813E-02
  71458.; 0.945416E-01;-0.280108E-02; 0.634118E-02; 146516.; 0.945416E-01;-0.280108E-02; 0.634118E-02;-0.175771E+00;-0.196391E+01;-0.397799E+00;-0.736001E-03; 0.376282E-02; 0.314291E-02
  71459.; 0.987077E-01;-0.415876E-02; 0.129645E-01; 146517.; 0.987077E-01;-0.415876E-02; 0.129645E-01;-0.180538E+00;-0.300298E+01;-0.678117E+00;-0.112063E-02; 0.602148E-02; 0.399482E-02
  71460.; 0.994995E-01;-0.490446E-02; 0.150123E-01; 146518.; 0.994995E-01;-0.490446E-02; 0.150123E-01;-0.196843E+00;-0.333496E+01;-0.794423E+00;-0.121862E-02; 0.675813E-02; 0.430839E-02
  71461.; 0.979271E-01;-0.359134E-02; 0.108642E-01; 146519.; 0.979271E-01;-0.359134E-02; 0.108642E-01;-0.174328E+00;-0.269252E+01;-0.584504E+00;-0.100506E-02; 0.533050E-02; 0.373810E-02
  71462.; 0.971461E-01;-0.313171E-02; 0.874287E-02; 146520.; 0.971461E-01;-0.313171E-02; 0.874287E-02;-0.171748E+00;-0.240171E+01;-0.510124E+00;-0.884253E-03; 0.468047E-02; 0.352557E-02
  71463.; 0.963425E-01;-0.263867E-02; 0.665896E-02; 146521.; 0.963425E-01;-0.263867E-02; 0.665896E-02;-0.159843E+00;-0.213634E+01;-0.434297E+00;-0.785279E-03; 0.408555E-02; 0.330971E-02
  71464.; 0.100735E+00;-0.399800E-02; 0.134552E-01; 146522.; 0.100735E+00;-0.399800E-02; 0.134552E-01;-0.154690E+00;-0.326920E+01;-0.736819E+00;-0.120368E-02; 0.653741E-02; 0.421925E-02
  71465.; 0.101604E+00;-0.474334E-02; 0.155613E-01; 146523.; 0.101604E+00;-0.474334E-02; 0.155613E-01;-0.166485E+00;-0.363770E+01;-0.864917E+00;-0.131474E-02; 0.734831E-02; 0.456059E-02
  71466.; 0.998780E-01;-0.342710E-02; 0.113019E-01; 146524.; 0.998780E-01;-0.342710E-02; 0.113019E-01;-0.151653E+00;-0.292549E+01;-0.633502E+00;-0.107821E-02; 0.577772E-02; 0.393878E-02
  71467.; 0.990203E-01;-0.296520E-02; 0.913062E-02; 146525.; 0.990203E-01;-0.296520E-02; 0.913062E-02;-0.151899E+00;-0.260772E+01;-0.552616E+00;-0.948305E-03; 0.507177E-02; 0.370892E-02
  71468.; 0.981393E-01;-0.247319E-02; 0.699883E-02; 146526.; 0.981393E-01;-0.247319E-02; 0.699883E-02;-0.143852E+00;-0.231133E+01;-0.469324E+00;-0.838049E-03; 0.441204E-02; 0.347346E-02
  71469.; 0.102755E+00;-0.382578E-02; 0.139753E-01; 146527.; 0.102755E+00;-0.382578E-02; 0.139753E-01;-0.127217E+00;-0.353870E+01;-0.792333E+00;-0.128812E-02; 0.705582E-02; 0.443266E-02
  71470.; 0.103699E+00;-0.456723E-02; 0.161431E-01; 146528.; 0.103699E+00;-0.456723E-02; 0.161431E-01;-0.133804E+00;-0.394357E+01;-0.931186E+00;-0.141362E-02; 0.793896E-02; 0.479869E-02
  71471.; 0.101822E+00;-0.325286E-02; 0.117667E-01; 146529.; 0.101822E+00;-0.325286E-02; 0.117667E-01;-0.127720E+00;-0.315899E+01;-0.679843E+00;-0.115197E-02; 0.622337E-02; 0.413019E-02
  71472.; 0.100889E+00;-0.279164E-02; 0.954245E-02; 146530.; 0.100889E+00;-0.279164E-02; 0.954245E-02;-0.129997E+00;-0.281235E+01;-0.590942E+00;-0.101467E-02; 0.545814E-02; 0.388036E-02
  71473.; 0.999318E-01;-0.230391E-02; 0.735980E-02; 146531.; 0.999318E-01;-0.230391E-02; 0.735980E-02;-0.125671E+00;-0.249339E+01;-0.503899E+00;-0.894029E-03; 0.475187E-02; 0.363375E-02
  71474.; 0.104767E+00;-0.363946E-02; 0.145218E-01; 146532.; 0.104767E+00;-0.363946E-02; 0.145218E-01;-0.976081E-01;-0.381102E+01;-0.844022E+00;-0.137826E-02; 0.757462E-02; 0.463549E-02
  71475.; 0.105784E+00;-0.437277E-02; 0.167535E-01; 146533.; 0.105784E+00;-0.437277E-02; 0.167535E-01;-0.981754E-01;-0.425165E+01;-0.992687E+00;-0.151947E-02; 0.852718E-02; 0.502338E-02
  71476.; 0.103760E+00;-0.306885E-02; 0.122554E-01; 146534.; 0.103760E+00;-0.306885E-02; 0.122554E-01;-0.103186E+00;-0.339726E+01;-0.723820E+00;-0.122870E-02; 0.667511E-02; 0.431484E-02
  71477.; 0.102739E+00;-0.253981E-02; 0.100045E-01; 146535.; 0.102739E+00;-0.253981E-02; 0.100045E-01;-0.102888E+00;-0.301774E+01;-0.617250E+00;-0.109344E-02; 0.584589E-02; 0.402298E-02
  71478.; 0.101721E+00;-0.212953E-02; 0.774063E-02; 146536.; 0.101721E+00;-0.212953E-02; 0.774063E-02;-0.105266E+00;-0.267618E+01;-0.535557E+00;-0.956449E-03; 0.509144E-02; 0.378727E-02
  71479.; 0.106771E+00;-0.343613E-02; 0.150915E-01; 146537.; 0.106771E+00;-0.343613E-02; 0.150915E-01;-0.656418E-01;-0.408486E+01;-0.891268E+00;-0.147139E-02; 0.809134E-02; 0.482484E-02
  71480.; 0.107860E+00;-0.415677E-02; 0.173888E-01; 146538.; 0.107860E+00;-0.415677E-02; 0.173888E-01;-0.599843E-01;-0.456073E+01;-0.104774E+01;-0.162829E-02; 0.911054E-02; 0.522963E-02
  71481.; 0.105691E+00;-0.287251E-02; 0.127654E-01; 146539.; 0.105691E+00;-0.287251E-02; 0.127654E-01;-0.762681E-01;-0.363851E+01;-0.763822E+00;-0.130892E-02; 0.712893E-02; 0.448777E-02
  71482.; 0.104597E+00;-0.235302E-02; 0.104566E-01; 146540.; 0.104597E+00;-0.235302E-02; 0.104566E-01;-0.807296E-01;-0.322859E+01;-0.652530E+00;-0.116140E-02; 0.623945E-02; 0.418413E-02
  71483.; 0.103506E+00;-0.194853E-02; 0.813970E-02; 146541.; 0.103506E+00;-0.194853E-02; 0.813970E-02;-0.864254E-01;-0.285407E+01;-0.563338E+00;-0.101503E-02; 0.541878E-02; 0.393050E-02
  71484.; 0.108766E+00;-0.321349E-02; 0.156817E-01; 146542.; 0.108766E+00;-0.321349E-02; 0.156817E-01;-0.313725E-01;-0.435919E+01;-0.932667E+00;-0.156896E-02; 0.860309E-02; 0.499896E-02
  71485.; 0.109927E+00;-0.391681E-02; 0.180464E-01; 146543.; 0.109927E+00;-0.391681E-02; 0.180464E-01;-0.198130E-01;-0.487008E+01;-0.109520E+01;-0.174056E-02; 0.968677E-02; 0.541642E-02
  71486.; 0.107614E+00;-0.266062E-02; 0.132946E-01; 146544.; 0.107614E+00;-0.266062E-02; 0.132946E-01;-0.474607E-01;-0.388058E+01;-0.799545E+00;-0.139304E-02; 0.758000E-02; 0.464932E-02
  71487.; 0.106449E+00;-0.215158E-02; 0.109278E-01; 146545.; 0.106449E+00;-0.215158E-02; 0.109278E-01;-0.562219E-01;-0.343980E+01;-0.683456E+00;-0.123412E-02; 0.663097E-02; 0.433410E-02
  71488.; 0.105286E+00;-0.175834E-02; 0.855580E-02; 146546.; 0.105286E+00;-0.175834E-02; 0.855580E-02;-0.668723E-01;-0.303686E+01;-0.589237E+00;-0.107511E-02; 0.575399E-02; 0.406812E-02
  71489.; 0.110753E+00;-0.296971E-02; 0.162905E-01; 146547.; 0.110753E+00;-0.296971E-02; 0.162905E-01; 0.419911E-02;-0.463421E+01;-0.967551E+00;-0.166720E-02; 0.911014E-02; 0.515574E-02
  71490.; 0.111984E+00;-0.365106E-02; 0.187242E-01; 146548.; 0.111984E+00;-0.365106E-02; 0.187242E-01; 0.224842E-01;-0.517949E+01;-0.113460E+01;-0.185448E-02; 0.102560E-01; 0.558212E-02
  71491.; 0.109531E+00;-0.243186E-02; 0.138409E-01; 146549.; 0.109531E+00;-0.243186E-02; 0.138409E-01;-0.171921E-01;-0.412270E+01;-0.830516E+00;-0.147870E-02; 0.802674E-02; 0.479763E-02
  71492.; 0.108295E+00;-0.193791E-02; 0.114146E-01; 146550.; 0.108295E+00;-0.193791E-02; 0.114146E-01;-0.313691E-01;-0.365188E+01;-0.710462E+00;-0.130678E-02; 0.702100E-02; 0.447333E-02
  71493.; 0.107048E+00;-0.148865E-02; 0.901211E-02; 146551.; 0.107048E+00;-0.148865E-02; 0.901211E-02;-0.401223E-01;-0.322269E+01;-0.603202E+00;-0.114878E-02; 0.609554E-02; 0.417612E-02
  71494.; 0.112733E+00;-0.270304E-02; 0.169159E-01; 146552.; 0.112733E+00;-0.270304E-02; 0.169159E-01; 0.414367E-01;-0.491024E+01;-0.996318E+00;-0.176764E-02; 0.961255E-02; 0.529659E-02
  71495.; 0.114031E+00;-0.335721E-02; 0.194195E-01; 146553.; 0.114031E+00;-0.335721E-02; 0.194195E-01; 0.665497E-01;-0.548465E+01;-0.116365E+01;-0.197038E-02; 0.108113E-01; 0.572403E-02
  71496.; 0.111441E+00;-0.218461E-02; 0.144028E-01; 146554.; 0.111441E+00;-0.218461E-02; 0.144028E-01; 0.143780E-01;-0.436515E+01;-0.856350E+00;-0.156622E-02; 0.846894E-02; 0.493250E-02
  71497.; 0.110136E+00;-0.171032E-02; 0.119155E-01; 146555.; 0.110136E+00;-0.171032E-02; 0.119155E-01;-0.491753E-02;-0.386347E+01;-0.733271E+00;-0.138216E-02; 0.740663E-02; 0.460171E-02
  71498.; 0.108820E+00;-0.127917E-02; 0.945555E-02; 146556.; 0.108820E+00;-0.127917E-02; 0.945555E-02;-0.183321E-01;-0.340614E+01;-0.623419E+00;-0.121291E-02; 0.642690E-02; 0.429817E-02
  71499.; 0.114704E+00;-0.241108E-02; 0.175552E-01; 146557.; 0.114704E+00;-0.241108E-02; 0.175552E-01; 0.805047E-01;-0.518073E+01;-0.101470E+01;-0.186867E-02; 0.100996E-01; 0.541367E-02
  71500.; 0.116069E+00;-0.303242E-02; 0.201290E-01; 146558.; 0.116069E+00;-0.303242E-02; 0.201290E-01; 0.110039E+00;-0.578039E+01;-0.118117E+01;-0.208388E-02; 0.113446E-01; 0.584009E-02
  71501.; 0.113345E+00;-0.191723E-02; 0.149780E-01; 146559.; 0.113345E+00;-0.191723E-02; 0.149780E-01; 0.475472E-01;-0.460858E+01;-0.875950E+00;-0.165490E-02; 0.890717E-02; 0.505136E-02
  71502.; 0.111972E+00;-0.146580E-02; 0.124294E-01; 146560.; 0.111972E+00;-0.146580E-02; 0.124294E-01; 0.214531E-01;-0.407492E+01;-0.750882E+00;-0.145660E-02; 0.778788E-02; 0.471682E-02
  71503.; 0.110588E+00;-0.105632E-02; 0.991115E-02; 146561.; 0.110588E+00;-0.105632E-02; 0.991115E-02; 0.381653E-02;-0.359065E+01;-0.639684E+00;-0.127671E-02; 0.675801E-02; 0.440979E-02
  71504.; 0.116646E+00;-0.202278E-02; 0.182344E-01; 146562.; 0.116646E+00;-0.202278E-02; 0.182344E-01; 0.121157E+00;-0.544337E+01;-0.100931E+01;-0.197254E-02; 0.105730E-01; 0.547757E-02
  71505.; 0.118096E+00;-0.267338E-02; 0.208507E-01; 146563.; 0.118096E+00;-0.267338E-02; 0.208507E-01; 0.153417E+00;-0.608013E+01;-0.119282E+01;-0.219557E-02; 0.118743E-01; 0.593759E-02
  71506.; 0.115241E+00;-0.162667E-02; 0.155648E-01; 146564.; 0.115241E+00;-0.162667E-02; 0.155648E-01; 0.820037E-01;-0.484731E+01;-0.886519E+00;-0.174406E-02; 0.933286E-02; 0.515013E-02
  71507.; 0.113802E+00;-0.120390E-02; 0.129541E-01; 146565.; 0.113802E+00;-0.120390E-02; 0.129541E-01; 0.503333E-01;-0.428965E+01;-0.765066E+00;-0.153410E-02; 0.816948E-02; 0.482159E-02
  71508.; 0.112351E+00;-0.819780E-03; 0.103773E-01; 146566.; 0.112351E+00;-0.819780E-03; 0.103773E-01; 0.267686E-01;-0.377502E+01;-0.652374E+00;-0.134182E-02; 0.708555E-02; 0.451202E-02
  71509.; 0.118600E+00;-0.167641E-02; 0.188930E-01; 146567.; 0.118600E+00;-0.167641E-02; 0.188930E-01; 0.157346E+00;-0.570948E+01;-0.101278E+01;-0.206607E-02; 0.110383E-01; 0.555712E-02
  71510.; 0.120116E+00;-0.228363E-02; 0.215802E-01; 146568.; 0.120116E+00;-0.228363E-02; 0.215802E-01; 0.200901E+00;-0.637825E+01;-0.119515E+01;-0.231047E-02; 0.123907E-01; 0.601209E-02
  71511.; 0.117109E+00;-0.124167E-02; 0.161878E-01; 146569.; 0.117109E+00;-0.124167E-02; 0.161878E-01; 0.117463E+00;-0.507945E+01;-0.874147E+00;-0.183430E-02; 0.974682E-02; 0.519738E-02
