Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.635278E-01;-0.318174E-02;-0.274069E-01;-0.662279E-02;-0.351935E-03;-0.138412E-02; 0.200074E-01; 0.186632E-01; 0.131697E-02
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.635580E-01;-0.315376E-02;-0.256907E-01;-0.649899E-02;-0.364095E-03;-0.139648E-02; 0.193138E-01; 0.191432E-01; 0.115893E-02
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.634912E-01;-0.320932E-02;-0.291255E-01;-0.674904E-02;-0.336292E-03;-0.137119E-02; 0.208496E-01; 0.180582E-01; 0.154289E-02
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.634481E-01;-0.323644E-02;-0.308446E-01;-0.687516E-02;-0.317643E-03;-0.135756E-02; 0.218326E-01; 0.173217E-01; 0.175519E-02
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.633990E-01;-0.326256E-02;-0.325629E-01;-0.700135E-02;-0.296265E-03;-0.134526E-02; 0.229829E-01; 0.164778E-01; 0.200187E-02
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.905128E-01;-0.471232E-02; 0.113184E-01;-0.336900E-02;-0.110113E-02;-0.383055E-02; 0.122006E+00; 0.488098E+00;-0.867074E-02
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.925755E-01;-0.458274E-02; 0.116812E-01;-0.333952E-02;-0.109608E-02;-0.398429E-02; 0.122191E+00; 0.538531E+00;-0.914286E-02
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.931304E-01;-0.531080E-02; 0.135769E-01;-0.318696E-02;-0.112339E-02;-0.404217E-02; 0.142710E+00; 0.550035E+00;-0.130953E-01
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.909869E-01;-0.543330E-02; 0.131694E-01;-0.322119E-02;-0.113182E-02;-0.388379E-02; 0.141607E+00; 0.497909E+00;-0.123433E-01
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.900603E-01;-0.426260E-02; 0.936607E-02;-0.352380E-02;-0.106961E-02;-0.378679E-02; 0.109342E+00; 0.478135E+00;-0.661100E-02
  71444.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 146502.; 0.920431E-01;-0.411688E-02; 0.968918E-02;-0.349793E-02;-0.106651E-02;-0.393484E-02; 0.108652E+00; 0.527024E+00;-0.689904E-02
