Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 0.345701E-01; 0.243708E-01; 0.102512E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 0.322891E-01; 0.251452E-01; 0.100284E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 0.370443E-01; 0.234173E-01; 0.105488E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 0.397280E-01; 0.222601E-01; 0.108046E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 0.426810E-01; 0.209235E-01; 0.111226E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 0.120475E+00; 0.893415E+00; 0.125680E+00; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 0.112486E+00; 0.102014E+01; 0.150410E+00; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 0.137913E+00; 0.107387E+01; 0.161873E+00; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 0.145884E+00; 0.934862E+00; 0.133042E+00; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 0.109725E+00; 0.854364E+00; 0.118441E+00; 0.000000E+00; 0.000000E+00; 0.000000E+00
