Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 0.594991E+00;-0.573544E-01; 0.502538E+00; 0.907532E-01; 0.556054E+00; 0.578649E-01
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 0.577729E+00;-0.552843E-01; 0.502523E+00; 0.871109E-01; 0.542310E+00; 0.580007E-01
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 0.612408E+00;-0.595978E-01; 0.502553E+00; 0.944222E-01; 0.569710E+00; 0.577537E-01
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 0.629998E+00;-0.620466E-01; 0.502498E+00; 0.981220E-01; 0.583249E+00; 0.576324E-01
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 0.647795E+00;-0.646983E-01; 0.502437E+00; 0.101867E+00; 0.596662E+00; 0.575333E-01
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 0.278519E+00; 0.429822E+00; 0.809716E+00; 0.318580E-01; 0.359024E+00; 0.100268E+00
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 0.270152E+00; 0.503611E+00; 0.843408E+00; 0.295692E-01; 0.377471E+00; 0.109056E+00
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 0.267665E+00; 0.527254E+00; 0.852265E+00; 0.309011E-01; 0.365678E+00; 0.103973E+00
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 0.276346E+00; 0.446859E+00; 0.815576E+00; 0.332520E-01; 0.345773E+00; 0.944503E-01
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 0.290734E+00; 0.413924E+00; 0.803078E+00; 0.334460E-01; 0.373460E+00; 0.103227E+00
  71444.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 146502.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 0.282822E+00; 0.481725E+00; 0.834423E+00; 0.312684E-01; 0.390591E+00; 0.111564E+00
  71445.; 0.895896E-01;-0.376046E-02; 0.744564E-02; 146503.; 0.895896E-01;-0.376046E-02; 0.744564E-02; 0.300300E+00; 0.398058E+00; 0.796413E+00; 0.343808E-01; 0.387431E+00; 0.106664E+00
