Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.269438E-01; 0.208920E+00; 0.738958E-03; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.262201E-01; 0.209365E+00; 0.583425E-03; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.277976E-01; 0.208339E+00; 0.954140E-03; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.287776E-01; 0.207617E+00; 0.115652E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.299048E-01; 0.206780E+00; 0.138691E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.121890E+00; 0.704709E+00;-0.760257E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.121627E+00; 0.755935E+00;-0.787351E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.141999E+00; 0.767893E+00;-0.113311E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.141433E+00; 0.714876E+00;-0.108343E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.109343E+00; 0.694497E+00;-0.579774E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71444.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 146502.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.108262E+00; 0.744070E+00;-0.592096E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71445.; 0.895896E-01;-0.376046E-02; 0.744564E-02; 146503.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.954368E-01; 0.683446E+00;-0.430422E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71446.; 0.914903E-01;-0.360423E-02; 0.773061E-02; 146504.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.938986E-01; 0.731215E+00;-0.421805E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71447.; 0.891192E-01;-0.335331E-02; 0.549944E-02; 146505.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.841841E-01; 0.672736E+00;-0.341741E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71448.; 0.909277E-01;-0.311651E-02; 0.577509E-02; 146506.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.805045E-01; 0.717911E+00;-0.331824E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71449.; 0.946272E-01;-0.445045E-02; 0.120767E-01; 146507.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.121100E+00; 0.807949E+00;-0.818164E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71450.; 0.952622E-01;-0.518738E-02; 0.140192E-01; 146508.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.142298E+00; 0.821710E+00;-0.117919E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71451.; 0.940149E-01;-0.397147E-02; 0.100420E-01; 146509.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.107086E+00; 0.794270E+00;-0.607525E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71452.; 0.933807E-01;-0.345062E-02; 0.804224E-02; 146510.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.920920E-01; 0.779542E+00;-0.421677E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71453.; 0.927367E-01;-0.296131E-02; 0.604603E-02; 146511.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.783821E-01; 0.764484E+00;-0.311357E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71454.; 0.966715E-01;-0.430929E-02; 0.125047E-01; 146512.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.120151E+00; 0.860591E+00;-0.857617E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71455.; 0.973855E-01;-0.505215E-02; 0.144979E-01; 146513.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.142069E+00; 0.876142E+00;-0.123120E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71456.; 0.959803E-01;-0.381932E-02; 0.104242E-01; 146514.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.105411E+00; 0.845223E+00;-0.625809E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71457.; 0.952661E-01;-0.329316E-02; 0.837985E-02; 146515.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.900958E-01; 0.828505E+00;-0.430048E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71458.; 0.945416E-01;-0.280108E-02; 0.634118E-02; 146516.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.760474E-01; 0.811448E+00;-0.305892E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71459.; 0.987077E-01;-0.415876E-02; 0.129645E-01; 146517.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.118790E+00; 0.913617E+00;-0.905637E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71460.; 0.994995E-01;-0.490446E-02; 0.150123E-01; 146518.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.141209E+00; 0.931024E+00;-0.128813E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71461.; 0.979271E-01;-0.359134E-02; 0.108642E-01; 146519.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.101693E+00; 0.895853E+00;-0.654741E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71462.; 0.971461E-01;-0.313171E-02; 0.874287E-02; 146520.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.877661E-01; 0.877908E+00;-0.445029E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71463.; 0.963425E-01;-0.263867E-02; 0.665896E-02; 146521.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.734765E-01; 0.858990E+00;-0.305542E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71464.; 0.100735E+00;-0.399800E-02; 0.134552E-01; 146522.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.116992E+00; 0.967127E+00;-0.961215E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71465.; 0.101604E+00;-0.474334E-02; 0.155613E-01; 146523.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.139760E+00; 0.986194E+00;-0.135241E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71466.; 0.998780E-01;-0.342710E-02; 0.113019E-01; 146524.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.995594E-01; 0.947705E+00;-0.690520E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71467.; 0.990203E-01;-0.296520E-02; 0.913062E-02; 146525.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.852917E-01; 0.927832E+00;-0.470639E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71468.; 0.981393E-01;-0.247319E-02; 0.699883E-02; 146526.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.707186E-01; 0.907057E+00;-0.311935E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71469.; 0.102755E+00;-0.382578E-02; 0.139753E-01; 146527.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.114622E+00; 0.102088E+01;-0.101999E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71470.; 0.103699E+00;-0.456723E-02; 0.161431E-01; 146528.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.137652E+00; 0.104153E+01;-0.142529E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71471.; 0.101822E+00;-0.325286E-02; 0.117667E-01; 146529.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.968080E-01; 0.999858E+00;-0.728298E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71472.; 0.100889E+00;-0.279164E-02; 0.954245E-02; 146530.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.822913E-01; 0.978305E+00;-0.489006E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71473.; 0.999318E-01;-0.230391E-02; 0.735980E-02; 146531.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.676850E-01; 0.955547E+00;-0.316786E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71474.; 0.104767E+00;-0.363946E-02; 0.145218E-01; 146532.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.111717E+00; 0.107479E+01;-0.108566E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71475.; 0.105784E+00;-0.437277E-02; 0.167535E-01; 146533.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.134857E+00; 0.109694E+01;-0.150646E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71476.; 0.103760E+00;-0.306885E-02; 0.122554E-01; 146534.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.937199E-01; 0.105215E+01;-0.775222E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71477.; 0.102739E+00;-0.253981E-02; 0.100045E-01; 146535.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.771637E-01; 0.102833E+01;-0.507901E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71478.; 0.101721E+00;-0.212953E-02; 0.774063E-02; 146536.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.644522E-01; 0.100431E+01;-0.330768E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71479.; 0.106771E+00;-0.343613E-02; 0.150915E-01; 146537.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.108154E+00; 0.112879E+01;-0.115374E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71480.; 0.107860E+00;-0.415677E-02; 0.173888E-01; 146538.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.131257E+00; 0.115237E+01;-0.159055E-01; 0.000000E+00; 0.000000E+00; 0.000000E+00
  71481.; 0.105691E+00;-0.287251E-02; 0.127654E-01; 146539.; 0.000000E+00; 0.000000E+00; 0.000000E+00; 0.901256E-01; 0.110467E+01;-0.825305E-02; 0.000000E+00; 0.000000E+00; 0.000000E+00
