Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  47287.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 122345.; 0.630998E-01; 0.340595E-02;-0.274946E-01;-0.392075E-01; 0.833914E-02;-0.906016E-03; 0.151702E-01; 0.209354E-03; 0.613991E-02
  47288.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 122346.; 0.630701E-01; 0.342982E-02;-0.257671E-01;-0.407631E-01; 0.814468E-02;-0.672045E-03; 0.147882E-01; 0.210474E-03; 0.613623E-02
  47291.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 122349.; 0.631360E-01; 0.338077E-02;-0.292195E-01;-0.371534E-01; 0.843352E-02;-0.129102E-02; 0.155516E-01; 0.203132E-03; 0.614326E-02
  47293.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 122351.; 0.631784E-01; 0.335451E-02;-0.309441E-01;-0.347548E-01; 0.857238E-02;-0.158777E-02; 0.159304E-01; 0.196300E-03; 0.615148E-02
  47295.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 122353.; 0.632269E-01; 0.332660E-02;-0.326693E-01;-0.320764E-01; 0.873134E-02;-0.197206E-02; 0.163088E-01; 0.185953E-03; 0.616018E-02
  47296.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 122354.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 0.885083E-01; 0.483027E+00;-0.724368E-02; 0.588498E-02; 0.142655E-02; 0.128013E-01
  47297.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 122355.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 0.884230E-01; 0.532713E+00;-0.738102E-02; 0.579081E-02; 0.148069E-02; 0.132834E-01
  47298.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 122356.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 0.110479E+00; 0.544072E+00;-0.105132E-01; 0.536399E-02; 0.150537E-02; 0.134216E-01
  47299.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 122357.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 0.109484E+00; 0.492734E+00;-0.101022E-01; 0.546792E-02; 0.145252E-02; 0.129210E-01
  47300.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 122358.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 0.628716E-01; 0.471333E+00;-0.521718E-02; 0.627624E-02; 0.140028E-02; 0.126714E-01
  47301.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 122359.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 0.619380E-01; 0.519307E+00;-0.509395E-02; 0.619229E-02; 0.145446E-02; 0.131341E-01
  47302.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 122360.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 0.397827E-01; 0.458976E+00;-0.343633E-02; 0.668071E-02; 0.137200E-02; 0.125418E-01
