Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  71430.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 146488.; 0.635278E-01;-0.318174E-02;-0.274069E-01; 0.400549E-01; 0.240680E-01;-0.100737E-01; 0.109130E-03;-0.421748E-03; 0.215463E-03
  71431.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 146489.; 0.635580E-01;-0.315376E-02;-0.256907E-01; 0.311381E-01; 0.176812E-01;-0.103820E-01; 0.886253E-04;-0.365429E-03; 0.214384E-03
  71434.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 146492.; 0.634912E-01;-0.320932E-02;-0.291255E-01; 0.485988E-01; 0.301092E-01;-0.957742E-02; 0.131837E-03;-0.474831E-03; 0.213211E-03
  71436.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 146494.; 0.634481E-01;-0.323644E-02;-0.308446E-01; 0.567560E-01; 0.357064E-01;-0.887328E-02; 0.153035E-03;-0.524365E-03; 0.209258E-03
  71438.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 146496.; 0.633990E-01;-0.326256E-02;-0.325629E-01; 0.645024E-01; 0.406976E-01;-0.801596E-02; 0.173317E-03;-0.568100E-03; 0.202874E-03
  71439.; 0.905128E-01;-0.471232E-02; 0.113184E-01; 146497.; 0.905128E-01;-0.471232E-02; 0.113184E-01;-0.263721E+00;-0.197278E+01;-0.426709E+00;-0.336755E-03; 0.792412E-03; 0.760839E-03
  71440.; 0.925755E-01;-0.458274E-02; 0.116812E-01; 146498.; 0.925755E-01;-0.458274E-02; 0.116812E-01;-0.244596E+00;-0.222285E+01;-0.491041E+00;-0.350060E-03; 0.852866E-03; 0.802934E-03
  71441.; 0.931304E-01;-0.531080E-02; 0.135769E-01; 146499.; 0.931304E-01;-0.531080E-02; 0.135769E-01;-0.270811E+00;-0.244755E+01;-0.569692E+00;-0.371375E-03; 0.936665E-03; 0.842825E-03
  71442.; 0.909869E-01;-0.543330E-02; 0.131694E-01; 146500.; 0.909869E-01;-0.543330E-02; 0.131694E-01;-0.292728E+00;-0.216168E+01;-0.492187E+00;-0.356266E-03; 0.865439E-03; 0.795209E-03
  71443.; 0.900603E-01;-0.426260E-02; 0.936607E-02; 146501.; 0.900603E-01;-0.426260E-02; 0.936607E-02;-0.254832E+00;-0.179224E+01;-0.379082E+00;-0.312532E-03; 0.721151E-03; 0.735938E-03
  71444.; 0.920431E-01;-0.411688E-02; 0.968918E-02; 146502.; 0.920431E-01;-0.411688E-02; 0.968918E-02;-0.238777E+00;-0.200901E+01;-0.433285E+00;-0.324097E-03; 0.771623E-03; 0.773823E-03
  71445.; 0.895896E-01;-0.376046E-02; 0.744564E-02; 146503.; 0.895896E-01;-0.376046E-02; 0.744564E-02;-0.232960E+00;-0.162609E+01;-0.333125E+00;-0.292043E-03; 0.655067E-03; 0.711279E-03
  71446.; 0.914903E-01;-0.360423E-02; 0.773061E-02; 146504.; 0.914903E-01;-0.360423E-02; 0.773061E-02;-0.221607E+00;-0.181187E+01;-0.376743E+00;-0.301523E-03; 0.696120E-03; 0.744712E-03
  71447.; 0.891192E-01;-0.335331E-02; 0.549944E-02; 146505.; 0.891192E-01;-0.335331E-02; 0.549944E-02;-0.216718E+00;-0.147199E+01;-0.296084E+00;-0.269957E-03; 0.591460E-03; 0.690699E-03
  71448.; 0.909277E-01;-0.311651E-02; 0.577509E-02; 146506.; 0.909277E-01;-0.311651E-02; 0.577509E-02;-0.200720E+00;-0.163123E+01;-0.325704E+00;-0.280222E-03; 0.625312E-03; 0.717981E-03
  71449.; 0.946272E-01;-0.445045E-02; 0.120767E-01; 146507.; 0.946272E-01;-0.445045E-02; 0.120767E-01;-0.225288E+00;-0.247769E+01;-0.555195E+00;-0.359320E-03; 0.913562E-03; 0.842316E-03
  71450.; 0.952622E-01;-0.518738E-02; 0.140192E-01; 146508.; 0.952622E-01;-0.518738E-02; 0.140192E-01;-0.248869E+00;-0.273835E+01;-0.646465E+00;-0.382681E-03; 0.100748E-02; 0.886965E-03
  71451.; 0.940149E-01;-0.397147E-02; 0.100420E-01; 146509.; 0.940149E-01;-0.397147E-02; 0.100420E-01;-0.221786E+00;-0.223046E+01;-0.487629E+00;-0.331841E-03; 0.822666E-03; 0.809174E-03
  71452.; 0.933807E-01;-0.345062E-02; 0.804224E-02; 146510.; 0.933807E-01;-0.345062E-02; 0.804224E-02;-0.206196E+00;-0.200374E+01;-0.422421E+00;-0.307861E-03; 0.738677E-03; 0.776293E-03
  71453.; 0.927367E-01;-0.296131E-02; 0.604603E-02; 146511.; 0.927367E-01;-0.296131E-02; 0.604603E-02;-0.188000E+00;-0.179402E+01;-0.362911E+00;-0.284998E-03; 0.659306E-03; 0.745905E-03
  71454.; 0.966715E-01;-0.430929E-02; 0.125047E-01; 146512.; 0.966715E-01;-0.430929E-02; 0.125047E-01;-0.203285E+00;-0.273780E+01;-0.618485E+00;-0.372722E-03; 0.974059E-03; 0.882166E-03
  71455.; 0.973855E-01;-0.505215E-02; 0.144979E-01; 146513.; 0.973855E-01;-0.505215E-02; 0.144979E-01;-0.223703E+00;-0.303419E+01;-0.722407E+00;-0.398089E-03; 0.107777E-02; 0.931480E-03
  71456.; 0.959803E-01;-0.381932E-02; 0.104242E-01; 146514.; 0.959803E-01;-0.381932E-02; 0.104242E-01;-0.202541E+00;-0.245810E+01;-0.541316E+00;-0.343555E-03; 0.874160E-03; 0.845289E-03
  71457.; 0.952661E-01;-0.329316E-02; 0.837985E-02; 146515.; 0.952661E-01;-0.329316E-02; 0.837985E-02;-0.189674E+00;-0.220011E+01;-0.467253E+00;-0.318086E-03; 0.781395E-03; 0.808915E-03
  71458.; 0.945416E-01;-0.280108E-02; 0.634118E-02; 146516.; 0.945416E-01;-0.280108E-02; 0.634118E-02;-0.175183E+00;-0.196281E+01;-0.399181E+00;-0.293585E-03; 0.694374E-03; 0.775024E-03
  71459.; 0.987077E-01;-0.415876E-02; 0.129645E-01; 146517.; 0.987077E-01;-0.415876E-02; 0.129645E-01;-0.179721E+00;-0.300164E+01;-0.679605E+00;-0.384210E-03; 0.103472E-02; 0.919503E-03
  71460.; 0.994995E-01;-0.490446E-02; 0.150123E-01; 146518.; 0.994995E-01;-0.490446E-02; 0.150123E-01;-0.195952E+00;-0.333355E+01;-0.795920E+00;-0.411865E-03; 0.114766E-02; 0.972996E-03
  71461.; 0.979271E-01;-0.359134E-02; 0.108642E-01; 146519.; 0.979271E-01;-0.359134E-02; 0.108642E-01;-0.173585E+00;-0.269125E+01;-0.585980E+00;-0.355378E-03; 0.927221E-03; 0.876092E-03
  71462.; 0.971461E-01;-0.313171E-02; 0.874287E-02; 146520.; 0.971461E-01;-0.313171E-02; 0.874287E-02;-0.171079E+00;-0.240051E+01;-0.511586E+00;-0.326485E-03; 0.824868E-03; 0.839646E-03
  71463.; 0.963425E-01;-0.263867E-02; 0.665896E-02; 146521.; 0.963425E-01;-0.263867E-02; 0.665896E-02;-0.159244E+00;-0.213522E+01;-0.435747E+00;-0.300492E-03; 0.730101E-03; 0.802705E-03
  71464.; 0.100735E+00;-0.399800E-02; 0.134552E-01; 146522.; 0.100735E+00;-0.399800E-02; 0.134552E-01;-0.153853E+00;-0.326785E+01;-0.738387E+00;-0.398233E-03; 0.109441E-02; 0.956342E-03
  71465.; 0.101604E+00;-0.474334E-02; 0.155613E-01; 146523.; 0.101604E+00;-0.474334E-02; 0.155613E-01;-0.165571E+00;-0.363629E+01;-0.866498E+00;-0.428109E-03; 0.121665E-02; 0.101368E-02
  71466.; 0.998780E-01;-0.342710E-02; 0.113019E-01; 146524.; 0.998780E-01;-0.342710E-02; 0.113019E-01;-0.150893E+00;-0.292421E+01;-0.635054E+00;-0.367665E-03; 0.978241E-03; 0.909526E-03
  71467.; 0.990203E-01;-0.296520E-02; 0.913062E-02; 146525.; 0.990203E-01;-0.296520E-02; 0.913062E-02;-0.151215E+00;-0.260651E+01;-0.554150E+00;-0.337217E-03; 0.868762E-03; 0.870494E-03
