Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  47287.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 122345.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 0.705092E-04;-0.129454E-04;-0.760181E-07;-0.361314E-01; 0.108843E-01;-0.620270E-03
  47288.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 122346.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 0.662292E-04;-0.228867E-04; 0.162453E-05;-0.377238E-01; 0.106467E-01;-0.368576E-03
  47291.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 122349.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 0.746426E-04;-0.291017E-05;-0.992555E-06;-0.340303E-01; 0.110206E-01;-0.103176E-02
  47293.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 122351.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 0.781016E-04; 0.746258E-05;-0.275126E-05;-0.315875E-01; 0.112090E-01;-0.134559E-02
  47295.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 122353.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 0.822827E-04; 0.173769E-04;-0.346668E-05;-0.288609E-01; 0.114185E-01;-0.174687E-02
  47296.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 122354.; 0.903502E-01;-0.333868E-02; 0.118911E-01;-0.426762E-04; 0.396243E-04; 0.861718E-04; 0.886186E-01; 0.475899E+00;-0.675283E-02
  47297.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 122355.; 0.923878E-01;-0.322787E-02; 0.122612E-01;-0.439784E-04; 0.373366E-04; 0.909051E-04; 0.885958E-01; 0.525089E+00;-0.687078E-02
  47298.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 122356.; 0.929494E-01;-0.400361E-02; 0.141468E-01;-0.492305E-04; 0.380599E-04; 0.928645E-04; 0.110480E+00; 0.536343E+00;-0.100141E-01
  47299.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 122357.; 0.908310E-01;-0.409631E-02; 0.137357E-01;-0.477814E-04; 0.408296E-04; 0.880220E-04; 0.109420E+00; 0.485523E+00;-0.962058E-02
  47300.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 122358.; 0.898315E-01;-0.237378E-02; 0.101270E-01;-0.376996E-04; 0.384223E-04; 0.839915E-04; 0.632114E-01; 0.464291E+00;-0.473153E-02
