Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  47287.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 122345.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 0.673421E-02; 0.151549E-01; 0.388134E-01; 0.232415E-01; 0.395112E-02; 0.106366E-01
  47288.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 122346.; 0.630701E-01; 0.342982E-02;-0.257671E-01;-0.214691E-04; 0.146835E-01; 0.389789E-01; 0.225798E-01; 0.373518E-02; 0.105612E-01
  47291.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 122349.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 0.140042E-01; 0.154438E-01; 0.385431E-01; 0.239438E-01; 0.420453E-02; 0.106478E-01
  47293.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 122351.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 0.216089E-01; 0.156752E-01; 0.383996E-01; 0.246441E-01; 0.448851E-02; 0.107125E-01
  47295.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 122353.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 0.294978E-01; 0.158255E-01; 0.382580E-01; 0.253477E-01; 0.480273E-02; 0.107416E-01
  47296.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 122354.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 0.195376E-01; 0.848794E+00; 0.179527E+00; 0.539107E-02;-0.166094E-01; 0.176837E-01
  47297.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 122355.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 0.997564E-02; 0.970936E+00; 0.201859E+00; 0.533295E-02;-0.175321E-01; 0.183993E-01
  47298.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 122356.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 0.328186E-01; 0.102045E+01; 0.214072E+00; 0.443648E-02;-0.182115E-01; 0.183691E-01
  47299.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 122357.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 0.418488E-01; 0.886410E+00; 0.188264E+00; 0.450168E-02;-0.172189E-01; 0.176438E-01
  47300.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 122358.; 0.898315E-01;-0.237378E-02; 0.101270E-01;-0.131143E-01; 0.810658E+00; 0.169997E+00; 0.633855E-02;-0.160103E-01; 0.177411E-01
  47301.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 122359.; 0.917857E-01;-0.225279E-02; 0.104567E-01;-0.234895E-01; 0.921815E+00; 0.188640E+00; 0.629072E-02;-0.168706E-01; 0.184393E-01
  47302.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 122360.; 0.893139E-01;-0.151323E-02; 0.831608E-02;-0.381190E-01; 0.774711E+00; 0.161655E+00; 0.726361E-02;-0.154143E-01; 0.177632E-01
  47303.; 0.911864E-01;-0.138480E-02; 0.860582E-02; 122361.; 0.911864E-01;-0.138480E-02; 0.860582E-02;-0.493321E-01; 0.875600E+00; 0.177497E+00; 0.722281E-02;-0.162203E-01; 0.184413E-01
  47304.; 0.887809E-01;-0.613924E-03; 0.651477E-02; 122362.; 0.887809E-01;-0.613924E-03; 0.651477E-02;-0.645609E-01; 0.740308E+00; 0.153794E+00; 0.820713E-02;-0.148260E-01; 0.177679E-01
  47305.; 0.905811E-01;-0.553558E-03; 0.673890E-02; 122363.; 0.905811E-01;-0.553558E-03; 0.673890E-02;-0.717710E-01; 0.832524E+00; 0.167687E+00; 0.815571E-02;-0.155802E-01; 0.184099E-01
  47306.; 0.944239E-01;-0.310886E-02; 0.126593E-01; 122364.; 0.944239E-01;-0.310886E-02; 0.126593E-01;-0.114765E-02; 0.109724E+01; 0.225215E+00; 0.531308E-02;-0.184589E-01; 0.190902E-01
  47307.; 0.950660E-01;-0.390206E-02; 0.145887E-01; 122365.; 0.950660E-01;-0.390206E-02; 0.145887E-01; 0.223175E-01; 0.115908E+01; 0.241272E+00; 0.441008E-02;-0.192143E-01; 0.190655E-01
  47308.; 0.937406E-01;-0.212751E-02; 0.108097E-01; 122366.; 0.937406E-01;-0.212751E-02; 0.108097E-01;-0.348331E-01; 0.103710E+01; 0.208280E+00; 0.627374E-02;-0.177302E-01; 0.191192E-01
  47309.; 0.930611E-01;-0.125283E-02; 0.891603E-02; 122367.; 0.930611E-01;-0.125283E-02; 0.891603E-02;-0.606810E-01; 0.980946E+00; 0.194222E+00; 0.721083E-02;-0.170217E-01; 0.191047E-01
  47310.; 0.923756E-01;-0.415760E-03; 0.700851E-02; 122368.; 0.923756E-01;-0.415760E-03; 0.700851E-02;-0.832057E-01; 0.928167E+00; 0.181822E+00; 0.814606E-02;-0.163302E-01; 0.190546E-01
  47311.; 0.964528E-01;-0.298030E-02; 0.130880E-01; 122369.; 0.964528E-01;-0.298030E-02; 0.130880E-01;-0.130615E-01; 0.122757E+01; 0.249225E+00; 0.525753E-02;-0.194213E-01; 0.197768E-01
  47312.; 0.971744E-01;-0.378791E-02; 0.150649E-01; 122370.; 0.971744E-01;-0.378791E-02; 0.150649E-01; 0.107051E-01; 0.130181E+01; 0.269087E+00; 0.434739E-02;-0.202622E-01; 0.197548E-01
  47313.; 0.957008E-01;-0.206524E-02; 0.111602E-01; 122371.; 0.957008E-01;-0.206524E-02; 0.111602E-01;-0.422534E-01; 0.115650E+01; 0.229569E+00; 0.620507E-02;-0.186115E-01; 0.197850E-01
