Node_Id_;X_a (m) ;Y_a (m) ;Z_a (m) ;Node_Id_;X_b (m) ;Y_b (m) ;Z_b (m) ;ux_a (m);uy_a (m);uz_a (m);ux_b (m);uy_b (m);uz_b (m)
  47287.; 0.630998E-01; 0.340595E-02;-0.274946E-01; 122345.; 0.630998E-01; 0.340595E-02;-0.274946E-01;-0.280535E-02;-0.183371E-03;-0.402773E-03;-0.373401E-01; 0.123241E-01;-0.423021E-03
  47288.; 0.630701E-01; 0.342982E-02;-0.257671E-01; 122346.; 0.630701E-01; 0.342982E-02;-0.257671E-01;-0.278607E-02;-0.203978E-03;-0.399827E-03;-0.389241E-01; 0.120501E-01;-0.182750E-03
  47291.; 0.631360E-01; 0.338077E-02;-0.292195E-01; 122349.; 0.631360E-01; 0.338077E-02;-0.292195E-01;-0.282427E-02;-0.159930E-03;-0.403579E-03;-0.352531E-01; 0.124993E-01;-0.820655E-03
  47293.; 0.631784E-01; 0.335451E-02;-0.309441E-01; 122351.; 0.631784E-01; 0.335451E-02;-0.309441E-01;-0.284229E-02;-0.135401E-03;-0.407961E-03;-0.328238E-01; 0.127226E-01;-0.112379E-02
  47295.; 0.632269E-01; 0.332660E-02;-0.326693E-01; 122353.; 0.632269E-01; 0.332660E-02;-0.326693E-01;-0.285858E-02;-0.109540E-03;-0.410300E-03;-0.301142E-01; 0.129678E-01;-0.151624E-02
  47296.; 0.903502E-01;-0.333868E-02; 0.118911E-01; 122354.; 0.903502E-01;-0.333868E-02; 0.118911E-01;-0.157724E-02; 0.543648E-03;-0.113910E-02; 0.888160E-01; 0.481629E+00;-0.677006E-02
  47297.; 0.923878E-01;-0.322787E-02; 0.122612E-01; 122355.; 0.923878E-01;-0.322787E-02; 0.122612E-01;-0.156876E-02; 0.666362E-03;-0.118214E-02; 0.887506E-01; 0.531108E+00;-0.687603E-02
  47298.; 0.929494E-01;-0.400361E-02; 0.141468E-01; 122356.; 0.929494E-01;-0.400361E-02; 0.141468E-01;-0.147130E-02; 0.673284E-03;-0.121173E-02; 0.110718E+00; 0.542359E+00;-0.100335E-01
  47299.; 0.908310E-01;-0.409631E-02; 0.137357E-01; 122357.; 0.908310E-01;-0.409631E-02; 0.137357E-01;-0.148400E-02; 0.544995E-03;-0.116638E-02; 0.109704E+00; 0.491237E+00;-0.965405E-02
  47300.; 0.898315E-01;-0.237378E-02; 0.101270E-01; 122358.; 0.898315E-01;-0.237378E-02; 0.101270E-01;-0.167959E-02; 0.535162E-03;-0.111162E-02; 0.632881E-01; 0.470036E+00;-0.471364E-02
  47301.; 0.917857E-01;-0.225279E-02; 0.104567E-01; 122359.; 0.917857E-01;-0.225279E-02; 0.104567E-01;-0.167504E-02; 0.652951E-03;-0.115200E-02; 0.623748E-01; 0.517810E+00;-0.456118E-02
  47302.; 0.893139E-01;-0.151323E-02; 0.831608E-02; 122360.; 0.893139E-01;-0.151323E-02; 0.831608E-02;-0.177593E-02; 0.525358E-03;-0.108617E-02; 0.402985E-01; 0.457784E+00;-0.290548E-02
  47303.; 0.911864E-01;-0.138480E-02; 0.860582E-02; 122361.; 0.911864E-01;-0.138480E-02; 0.860582E-02;-0.177480E-02; 0.638377E-03;-0.112437E-02; 0.386357E-01; 0.503823E+00;-0.262709E-02
  47304.; 0.887809E-01;-0.613924E-03; 0.651477E-02; 122362.; 0.887809E-01;-0.613924E-03; 0.651477E-02;-0.187288E-02; 0.515650E-03;-0.106096E-02; 0.167600E-01; 0.445357E+00;-0.150705E-02
  47305.; 0.905811E-01;-0.553558E-03; 0.673890E-02; 122363.; 0.905811E-01;-0.553558E-03; 0.673890E-02;-0.187118E-02; 0.624242E-03;-0.109816E-02; 0.162274E-01; 0.489792E+00;-0.112240E-02
  47306.; 0.944239E-01;-0.310886E-02; 0.126593E-01; 122364.; 0.944239E-01;-0.310886E-02; 0.126593E-01;-0.156230E-02; 0.793595E-03;-0.122420E-02; 0.882642E-01; 0.581670E+00;-0.700839E-02
  47307.; 0.950660E-01;-0.390206E-02; 0.145887E-01; 122365.; 0.950660E-01;-0.390206E-02; 0.145887E-01;-0.146042E-02; 0.806336E-03;-0.125612E-02; 0.111342E+00; 0.594694E+00;-0.104435E-01
  47308.; 0.937406E-01;-0.212751E-02; 0.108097E-01; 122366.; 0.937406E-01;-0.212751E-02; 0.108097E-01;-0.167240E-02; 0.774726E-03;-0.119184E-02; 0.610765E-01; 0.566573E+00;-0.444889E-02
  47309.; 0.930611E-01;-0.125283E-02; 0.891603E-02; 122367.; 0.930611E-01;-0.125283E-02; 0.891603E-02;-0.177527E-02; 0.755147E-03;-0.116193E-02; 0.367799E-01; 0.550848E+00;-0.233171E-02
  47310.; 0.923756E-01;-0.415760E-03; 0.700851E-02; 122368.; 0.923756E-01;-0.415760E-03; 0.700851E-02;-0.187465E-02; 0.736127E-03;-0.113337E-02; 0.137856E-01; 0.534959E+00;-0.689070E-03
  47311.; 0.964528E-01;-0.298030E-02; 0.130880E-01; 122369.; 0.964528E-01;-0.298030E-02; 0.130880E-01;-0.155443E-02; 0.925232E-03;-0.126642E-02; 0.875081E-01; 0.633008E+00;-0.724771E-02
  47312.; 0.971744E-01;-0.378791E-02; 0.150649E-01; 122370.; 0.971744E-01;-0.378791E-02; 0.150649E-01;-0.144871E-02; 0.943799E-03;-0.130051E-02; 0.111530E+00; 0.647783E+00;-0.109822E-01
